t,cmd_v,cmd_w,slew_v,slew_w,cmd_left_rpm,cmd_right_rpm,fb_left_rpm,fb_right_rpm,left_counts,right_counts,x,y,theta_deg,odom_v,odom_w,odom_v_raw,odom_w_raw,axis1_state,axis2_state
22.80073888900006,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,-0.05,715394,872188,2.475051190903357,2.781794265210389,132.20047919694755,-0.001266688702549675,0.0010097587079791028,-0.000622962885116266,0.0028975017912384465,operation_enabled,operation_enabled
22.820847979000064,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,-0.05,715394,872187,2.4750533161190766,2.7817919214287388,132.19963606013795,-0.0008371914368552936,0.00033550400831825367,-0.00015733359266944892,-0.0007317841519509252,operation_enabled,operation_enabled
22.840946811000094,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,-0.05,715391,872183,2.4750681923876856,2.7817755147382743,132.19879292332837,-0.0009396427359455524,-7.772199198641282e-05,-0.0011018972458233013,-0.0007321576384207984,operation_enabled,operation_enabled
22.86105592800004,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,-0.05,715392,872185,2.475061816843996,2.7817825461770447,132.19963606013795,-0.00039311146685421373,0.00023568580356375456,0.0004720001442662709,0.0007317831694050711,operation_enabled,operation_enabled
22.881164342000147,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,-0.05,715393,872182,2.475066067102983,2.7817778584573802,132.19626351289958,-0.00036274574653104985,-0.0009888435131829001,-0.00031467776374581244,-0.002927235011588953,operation_enabled,operation_enabled
22.901255464000087,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,715391,872180,2.4750745673450254,2.7817684827678746,132.19626351289958,-0.00046611928793035304,-0.0006062131573360528,-0.0006298972003701172,0.0,operation_enabled,operation_enabled
22.921377223000036,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,715388,872182,2.475076692491764,2.7817661389236785,132.20047919694755,-0.0003464854882397374,0.0010448187100342906,-0.00015723453277728834,0.0036566170413322883,operation_enabled,operation_enabled
22.941475510000146,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,715389,872181,2.475076692491764,2.7817661389236785,132.1987929233284,-0.00021238454612037443,7.368840942759158e-05,0.0,-0.0014643549842907847,operation_enabled,operation_enabled
22.961589714000183,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,715389,872181,2.475076692491764,2.7817661389236785,132.1987929233284,-0.0001301450573095072,4.515480265953462e-05,0.0,0.0,operation_enabled,operation_enabled
22.98170727700017,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,715387,872179,2.4750851931477023,2.7817567636094385,132.1987929233284,-0.000323358145986798,2.766818255261408e-05,-0.000629069311231476,0.0,operation_enabled,operation_enabled
23.001835245000166,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,715389,872180,2.4750788177074847,2.7817637951420275,132.1979497865188,-1.542185200924766e-05,-0.0002662641567237009,0.0004715580889756878,-0.0007310978123654074,operation_enabled,operation_enabled
